label,comment
buy,prefer infosys tcs 
buy,prefer largecap goods space 
buy,prefer sesa goa hindalco 
buy,prefer sterlite industries 
buy,prefer sterlite industries sesa goa 
buy,prefer lanco infratech 
buy,sec prefers ongc amongst oil marketing cos 
buy,prefer itc dabur fmcg space 
buy,prefer tcs 
buy,prefer bank 
buy,prefer infra power 
buy,prefer suzlon punj lloyd 
buy,prefer fmcg stocks pharma 
buy,prefer hdil dlf 
buy,prefer hcl technologies 
buy,prefer ongc 
buy,prefer bank icici bank 
buy,prefer nestle dabur 
buy,prefer hdil 
buy,prefer ongc ril 
buy,prefer delta corp apollo tyres 
buy,prefer l&t bhel crompton greaves 
buy,prefer icici bank bank 
buy,prefer l&t long term 
buy,clsa prefers sees value jp asso bhel ntpc 
buy,prefer jsw steel leyland 
buy,prefer idea cellular comm 
buy,prefer gsfc chambal fert 
buy,prefer idea bharti airtel 
buy,prefer bharti airtel idea 
buy,prefer metal stocks 
buy,prefer ivrcl lanco infra 
buy,continue prefer midcaps large caps 
buy,prefer defensive allocation reduce volatility 
buy,prefer idea bharti airtel rcom 
buy,prefer tcs infosys wipro 
buy,prefer icici bank dcb 
buy,prefer leyland pfc 
buy,prefer sbi icici bank 
buy,prefer l&t infra space 
buy,prefer jp associates 
buy,prefer bhel l&t 
buy,prefer ivrcl punj lloyd 
buy,prefers spicejet among listed aviation cos 
buy,prefer jagran prakashan sun tv 
buy,no real triggers ril prefer idfc pfc 
buy,prefer itc 
buy,prefer yes bank mahindra long term 
buy,prefer infosys gvk power 
buy,prefer mphasis rolta hexaware tech 
buy,prefer icici bank 
buy,prefer pfc rec current levels 
buy,prefer itc hul marico 
buy,marico preferred pick 
buy,prefer tcs infosys 
buy,prefer bgr energy thermax bhel 
buy,sesa goa preferred pick metal space 
buy,prefer midcaps large caps 
buy,prefer communications 
buy,prefer icici bank bank rec 
buy,prefer dena bank 
buy,prefer crompton greaves irrigation 
buy,prefer icici bank sbi 
buy,prefer banking stocks 
buy,prefer auto tata motors 
buy,prefer bharti airtel 
buy,heres prefers l&t bhel right 
buy,prefer banking stocks 
buy,prefer tcs sapce 
buy,prefer hul itc 
buy,prefer banking auto infra space 
buy,prefer bank baroda long term 
buy,prefer l&t bhel 
buy,prefer power grid l&t 
buy,prefer banking space 
buy,prefer maruti suzuki m&m 
buy,prefer canara bank bob private banks 
buy,prefer kingfisher spicejet jet air 
buy,prefers iob vijaya bk psu banking space 
buy,icici bank bk preferred bets banking space 
buy,prefer hcl cognizant & tcs infy wipro nomura 
buy,prefer tata motors tata steel 
buy,prefer bob canara bank iob 
buy,prefer gail 
buy,ivrcl infra preferred bet 
buy,prefer tata steel steel 
buy,prefer hero motocorp leyland 
buy,prefer irb infra infra l&t 
buy,prefer itc hul 
buy,prefer hul itc 
buy,prefer bpcl ioc tuslain 
buy,prefer gmr infra ivrcl 
buy,prefer icici bank bank 
buy,prefer amara raja 
buy,prefer bharti airtel rel comm 
buy,prefer bhel crompton greaves 
buy,prefer tata steel steel 
buy,prefer pharma stocks 
buy,prefer dishman pharma cipla 
buy,prefer midcaps large caps morgan stanley 
buy,prefer cummins 
buy,prefer polaris hexaware mastek 
buy,prefer andhra bank canara bank 
buy,prefer rel infra tata power power 
buy,prefer larsen toubro 
buy,prefer hind zinc jsw ispat 
buy,prefer jet airways 
buy,prefer bhel l&t 
buy,prefer sbi mahindra bank 
buy,prefer tata motors maruti suzuki tvs motor 
buy,prefer hind zinc jspl 
buy,bullish m&m prefer auto hero motocorp 
buy,prefer power rural electrification 
buy,prefer grasim cement acc ambuja instl 
buy,prefer exide ind amara raja 
buy,prefer auto hero motocorp 
buy,prefer banks consumer discretionary cap goods citigroup 
buy,mkts prefer obama fix power clsa 
buy,markets would preferred romney victory julius 
buy,prefer hul 
buy,prefer grasim industries cement space ubs 
buy,prefer l&t bhel gmr infra 
buy,prefer psu banks 
buy,prefer m&m 
buy,prefer high beta stocks 
buy,prefer canara bank sbi central bank 
buy,prefer gmr infrastructure may go upto 
buy,prefer hcl technologies 
buy,prefer itc hindustan unilever standard chartered sec 
buy,prefer cement stocks 
buy,mkt consolidate prefer rcomm bharti ipo 
buy,prefer tata steel 
buy,prefer sesa goa avoid jsw steel 
buy,nmdc hindalco industries top preferred picks 
buy,prefer industries 
buy,prefer m&m 
buy,prefer glenmark pharma 
buy,prefer industries 
buy,prefer ranbaxy labs dr reddys labs 
buy,prefer icici bank sbi ubs 
buy,prefer bpcl hpcl ongc earnings grow 
buy,prefer oil 
buy,industries preferred pick 
buy,prefer bpcl icici 
buy,prefer gail oil icici 
buy,prefer itc hul 
buy,prefer idea cellular 
buy,prefer itc hul 
buy,prefer amara raja batteries exide 
buy,prefer hul itc 
buy,prefer prestige estates sobha developers 
buy,prefer m&m maruti auto space 
buy,prefer tata motors 
buy,prefer sbi pnb macquarie 
buy,prefer fmcg stocks 
buy,prefer cummins crompton greaves 
buy,prefer lic housing fin long term 
buy,prefer ntpc jaiprakash power 
buy,prefer lanco infratech long term 
buy,prefer balrampur chini shree renuka 
buy,prefer mphasis geometric tcs hcl tech 
buy,prefer private sector banks 
buy,prefer icici bank bank 
buy,prefer sbi pnb nomura 
buy,prefer tata motors around 
buy,prefer tata steel 
buy,ongc bpcl preferred picks 
buy,prefer l&t 
buy,prefer dr cipla shasun pharma 
buy,prefer sbi 
buy,prefer glenmark pharma biocon divis lab 
buy,prefer glenmark ipca labs 
buy,prefer bank baroda 
buy,prefer infosys long term 
buy,prefer communications short term icici direct 
buy,prefer developed market emerging mkts nab 
buy,sun pharma infosys itc preferred picks 
buy,prefer havells coromandel international 
buy,prefer wipro hcl tech 
buy,tcs preferred pick space 
buy,prefer hexaware tech mahindra satyam 
buy,prefer gold companies gold loan financers 
buy,prefer pvt banks psus cautious gold fin cos 
buy,prefer oil ongc oil & gas space 
buy,prefer psu power cos power grid ntpc nhpc top bets 
buy,prefer stocks metal 
buy,prefer hcl tech 
buy,prefer dcb yes bank icici bank 
buy,prefer bank nifty banks infy trading bet dimensions 
buy,prefer ongc bpcl 
buy,prefer metal oil marketing stocks 
buy,prefer infosys wipro 
buy,prefer lic housing paints titan 
buy,prefer tcs space 
buy,prefer icici bank bank bank 
buy,prefer nmdc gujarat nre coke 
buy,prefer adani power 
buy,bharti airtel preferred pick 
buy,prefer idea cellular long term 
buy,prefer m&m tvs motor 
buy,prefer industries 
buy,prefers bank maharashtra allahabad bank 
buy,exit prefer icici bank idfc 
buy,prefer corporation bank uco bank 
buy,prefer lic housing dhfl 
buy,prefer icici bank l&t tata motors clsa 
buy,prefer ivrcl ncc 
buy,prefer largecap stocks 
buy,prefer dr reddys sun pharma 
buy,prefer indusind bank yes bank 
buy,prefer exide industries apollo tyres ubs 
buy,prefer mahindra bank pnb 
buy,prefer banking stocks 
buy,prefer icici bank 
buy,prefer idfc irb infra 
buy,prefer icici bank jammu kashmir bank 
buy,prefer banks stocks tata steel 
buy,prefer tcs hcl tech hexaware 
buy,prefer jsw steel tata steel 
buy,prefer icici bank sbi jaiprakash power 
buy,prefer lupin dr reddys pharma space 
buy,prefer bombay dyeing real estate space 
buy,prefer ongc gspl 
buy,prefer tata motors 
buy,prefer l&t lanco infratech 
buy,prefer tata motors auto 
buy,prefer frontline stocks 
buy,prefer icici bank state bank 
buy,prefer tata motors maruti suzuki 
buy,prefer glenmark aurobindo cipla ranbaxy 
buy,prefer maruti suzuki 
buy,prefer idea bharti institutional 
buy,prefer sobha developers prestige estates 
buy,prefer midcaps like cmc niit tech 
buy,prefer tata steel jsw steel metals 
buy,prefer industries ongc oil 
buy,prefer largecap firstsource solutions 
buy,market range-bound prefer pharma 
buy,prefer maruti suzuki tata motors 
buy,prefer private sector banks psus 
buy,prefer idea cellular telecom space 
buy,prefer bank 
buy,prefer cipla pharma space 
buy,prefer dlf 
buy,prefer larsen toubro 
buy,prefer m&m maruti suzuki 
buy,prefer private sector banks 
buy,indian mkt wont fall more prefer china cimb 
buy,market reversal still far away prefer pharma cap 
buy,prefer tata steel metal space 
buy,prefer bank 
buy,prefer itc industries vayalar 
buy,prefer north-east asian mkts south-east stanchart 
buy,neutral energy prefers cairn 
buy,mkt bottom sept prefer pvt bks 
buy,prefer jp associates manappuram 
buy,prefers itc continue grow easily hul 
buy,prefer petroleum corp among omcs 
buy,prefer sun pharma lupin among pharma space 
buy,prefer balkrishna ind elgi equipments 
buy,prefer power grid bhel ntpc 
buy,prefers indusind bank 
buy,prefer icici bank bank 
buy,prefer lupin sun pharma cipla 
buy,prefer auto hero motocorp 
buy,prefer hul ultratech cement itc 
buy,prefer idfc lic housing 
buy,prefer sesa goa & nmdc jspl 
buy,prefer havells short term 
buy,prefer ultratech cement 
buy,prefer private sector banks 
buy,remain cautious market prefer exporters clsa 
buy,mkts prepared fed tapering prefer pigs socgen 
buy,prefer private sector banks psu banks 
buy,prefer ultratech cement 
buy,prefer sun pharmaceutical lupin 
buy,prefer maruti & tata motors 
buy,prefer tcs space 
buy,prefer bank yes bank 
buy,prefer ril hul 
buy,prefer industries bpcl 
buy,prefer bank icici bank 
buy,prefer banks & fmcg dlf 
buy,prefer tata motors 
buy,prefer tech mahindra wipro 
buy,prefer private sector banks 
buy,prefer maruti tata motors hero motocorp 
buy,prefer tata motors 
buy,prefer bank icici bank 
buy,prefer ing vysya bank sbi 
buy,prefer firstsource sol polaris sun pharma adv 
buy,prefer bpcl 
buy,prefer tata motors infosys 
buy,prefer bank yes bank indusind bank 
buy,mkt remain bipolar prefer midcaps fmcg stocks envision 
buy,prefer cairn petronet lng 
buy,prefer tata steel hindalco industries 
buy,prefer tata coffee 
buy,prefer auto may see upside 
buy,prefer cement stocks 
buy,prefer karur vysya bank uco bank 
buy,prefer maruti suzuki 
buy,prefer oriental bank commerce 
buy,prefer yes bank & bank indusind 
buy,prefer bank icici bank 
buy,prefer exide amara raja 
buy,prefer mahindra bank 
buy,prefer prestige estate dlf hdil 
buy,prefer mahindra lifespace developers 
buy,prefer itc britannia 
buy,prefer lakshmi shree cements 
buy,prefer bank yes bank 
buy,prefer icici bank 
buy,prefer lupin dr reddys labs 
buy,prefer private sector banks 
buy,nifty likely see more upside prefer midcaps expert 
buy,prefer private sector banks franklin templeton 
buy,prefer yes bank indusind bank 
buy,prefer itc asian paints 
buy,prefer auto infosys sec 
buy,prefer bank 
buy,prefer larsen toubro 
buy,prefer asian paints declines 
buy,prefer persistent systems 
buy,prefer ultratech cement shree cements 
buy,prefers ultratech acc ambuja 
buy,prefer stocks 
buy,prefer icici bank 
buy,prefer idea bharti longer-term view jm fin 
buy,prefer lic housing 
buy,prefer ifb industries 
buy,prefer tata motors m&m 
buy,prefer tata motors hero motocorp 
buy,prefer ntpc tata power 
buy,prefer maruti suzuki tata motors 
buy,prefer icici bank around 
buy,prefer l&t 
buy,prefer idfc lic housing 
buy,prefer lupin 
buy,prefer sbi & l&t industries 
buy,prefer tata beverage united spirits 
buy,prefer tata steel 
buy,prefer telecom stocks 
buy,prefer power stocks long term 
buy,prefer bharti airtel idea cellular 
buy,prefer rec 
buy,prefer maruti suzuki 
buy,prefer sbi pnb 
buy,prefer private sector banks psu 
buy,prefer tata motors hero motocorp 
buy,prefer sectors companies local jp morgan 
buy,prefer china early tapering unlikely finaport 
buy,prefer bank icici bank bank 
buy,prefer sbi pnb 
buy,prefer tata steel hindalco sesa sterlite 
buy,prefer maruti suzuki tata motors auto 
buy,prefer godrej properties mahindra lifespace 
buy,prefer sbi 
buy,prefer lic housing 
buy,prefer cadila healthcare ipca lab 
buy,prefer tcs 
buy,prefer zee entertainment hindustan zinc voltas 
buy,prefer ultratech cement 
buy,prefer wyeth 
buy,prefer sun tv network 
buy,prefer bpcl 
buy,prefer bank icici bank 
buy,prefer l&t decline 
buy,prefer icici bank bank 
buy,prefer tata motors jlr strong performance 
buy,prefer l&t goods space 
buy,prefer puravankara projets sobha developers 
buy,prefer kec international kalpataru power 
buy,prefer bosch hero maruti tata motors 
buy,prefer private sector banks psus 
buy,prefer m&m hero tata motors 
buy,prefer zee entertainment lupin 
buy,prefer dabur emami marico hul 
buy,prefer coromandel international rallis 
buy,prefer eicher motors motherson sumi systems 
buy,prefer dms ems equal weight morgan stanley 
buy,prefer hero motocorp l&t motherson sumi 
buy,prefer icici bank bank 
buy,prefer l&t short term 
buy,prefer pharma stocks 
buy,prefer banking auto stocks 
buy,prefer indiabulls power 
buy,prefer icici bank sbi yes bank 
buy,prefers small & midcaps bets pvt banks 
buy,pharma looks attractive prefer dips 
buy,prefer public sector banks 
buy,prefer crompton greaves exide dcb indusind bank 
buy,prefer banking stocks 
buy,prefer pharma stocks 
buy,nifty test prefer infosys tcs ubs 
buy,fisc deficit worry prefer pvt banks f&c asset 
buy,prefer voltas carborundum universal 
buy,prefer bank long term 
buy,prefer tata motors 
buy,prefer cesc jsw energy 
buy,see nifty month-end prefer 
buy,prefer infosys tcs tech mahindra 
buy,prefer cmc hexaware kpit tech mahindra 
buy,prefer l&t crompton cummins 
buy,prefer tcs infosys tata motors 
buy,prefer icici bank sbi 
buy,prefer dr reddys labs aurobindo pharma 
buy,prefer ultratech cement ambuja cements 
buy,prefer tyre ceat mrf apollo tyres 
buy,hcl tech top pick prefer tcs infosys 
buy,prefer tcs tech mahindra 
buy,prefer mcx long term 
buy,prefer oil ongc 
buy,prefer l&t bhel 
buy,prefer sun pharma dr reddys lab lupin 
buy,prefer tcs tech mahindra 
buy,prefer infosys hcl technologies dips 
buy,prefer wockhardt 
buy,prefer jammu kashmir bank 
buy,prefer fmcg stocks 
buy,prefer maruti hero overweight bosch 
buy,prefer tcs infosys tech mahindra 
buy,prefer private sector banks 
buy,prefer ongc industries 
buy,prefer lupin pharma space 
buy,prefer divis labs ranbaxy maruti 
buy,prefer titan company jubilant foodworks 
buy,prefer tata steel may touch 
buy,prefer idea cellular bharti airtel 
buy,prefer thermax 
buy,prefer private sector banks 
buy,prefer infotech enterprises trading 
buy,prefer tech mahindra persistent systems 
buy,prefer hcl tech tcs tata steel upl dabur 
buy,prefer tata motors maruti suzuki m&m 
buy,prefer largecap stocks 
buy,prefer maruti hero motocorp auto 
buy,prefer dlf jp associates 
buy,prefer wipro infosys kpit mindtree 
buy,prefer pharma stocks 
buy,prefer pharma space 
buy,prefer cmc 
buy,prefer bpcl 
buy,prefer mindtree persistent systems 
buy,prefer oil ongc hpcl good trading bet 
buy,prefer pharma space 
buy,prefer midcap stocks largecaps 
buy,prefer infosys tcs 
buy,prefer grasim industries long term 
buy,prefer bank icici bank bank 
buy,prefer eclerx infotech enterprises 
buy,finds fiis might prefer china 
buy,prefer tcs 
buy,prefer tcs hcl tech infosys infoline 
buy,prefer tcs hcl technologies 
buy,prefer lupin dips 
buy,prefer m&m shriram transport 
buy,prefer pharma stocks decline 
buy,prefer bank ongc bharti airtel infosys 
buy,prefer icici bank 
buy,prefer infosys tcs tech mahindra 
buy,prefer infosys hcl tech tcs wipro 
buy,prefer industries 
buy,prefer infosys 
buy,prefer hul itc 
buy,prefer icici bank 
buy,prefer hcl tech infosys 
buy,prefer paints asian paints 
buy,prefer krbl 
buy,prefer l&t correction 
buy,prefer adani port 
buy,prefer infosys industries 
buy,prefer maruti suzuki sbi 
buy,prefer shriram transport 
buy,prefer coal long term 
buy,prefer idea cellular 
buy,prefer infosys wipro tech mahindra 
buy,prefer bharti airtel 
buy,prefer tata motors m&m 
buy,prefer tata motors coal looks attractive 
buy,prefer bank correction 
buy,prefer maruti suzuki auto 
buy,prefer coal 
buy,prefer ranbaxy long term 
buy,prefer ing vysya bank 
buy,prefer pharma space 
buy,prefer glenmark pharma cipla 
buy,prefer dabur emami ttk healthcare 
buy,prefer sterling holiday long term 
buy,prefer dabur 
buy,prefer bhel nmdc maruti suzuki 
buy,prefer idea cellular 
buy,exit central bank prefer private banks 
buy,prefer ipca unichem labs indoco remedies 
buy,prefer crompton greaves voltas 
buy,prefer sun pharma lupin dishman pharma 
buy,prefer divis labs aurobindo pharma 
buy,prefer pharma stocks 
buy,fiis likely prefer china bet deutsche 
buy,prefer cesc avoid tata power company 
buy,mkts stable prefer china aberdeen amc 
buy,prefer tcs infosys tech mahindra 
buy,prefer icici bank short term 
buy,prefer maruti m&m tata motors 
buy,prefers yes bank 
buy,prefer tata power 
buy,prefer power grid ntpc tata power 
buy,prefer forge 
buy,prefer space 
buy,prefer repco home 
buy,prefer hcl technologies wipro 
buy,prefer persistent mindtree hexaware tech 
buy,avoid bharti airtel prefer idea cellular 
buy,exit hpcl prefer private banking stocks 
buy,prefer indusind bank 
buy,prefer pharma private banks 
buy,prefer itc 
buy,prefer tcs infosys 
buy,prefer dlf indiabulls real estate 
buy,prefer compton greaves declines 
buy,prefer electronics long term 
buy,prefer fmcg pharma stocks 
buy,prefer goods stocks dips 
buy,prefer tata motors dvr m&m 
buy,prefer gail 
buy,prefer infosys 
buy,prefer maruti suzuki m&m 
buy,prefer yes bank indusind bank 
buy,prefer rec union bank tech mahindra 
buy,prefer l&t cummins electricals 
buy,prefer itc 
buy,prefer bata colgate palmolive 
buy,prefer l&t 
buy,prefer bank icici bank yes bank 
buy,pre-election rally cards prefer autos banks sec 
buy,prefer godrej properties 
buy,prefer divis laboratories 
buy,prefer maruti suzuki 
buy,prefer state bank 
buy,prefer bob sbi pnb coal 
buy,avoid ranbaxy prefer cipla biocon 
buy,prefer tata motors dvr m&m 
buy,prefer hero motocorp 
buy,prefer l&t idfc manappuram 
buy,prefer goods stocks declines 
buy,prefer cipla sun pharma dr reddys 
buy,prefer tata power jp power 
buy,prefer tcs infosys hcl tech 
buy,prefer persistent indusind bank 
buy,prefer maruti suzuki correction 
buy,prefer infrastructure stocks 
buy,prefer vip ind may touch 
buy,prefer dial dips 
buy,prefer lakshmi electrical control systems 
buy,prefer apollo tyres tyre 
buy,prefer tata motors long term 
buy,prefer tech mahindra hcl technologies 
buy,prefer housing stocks 
buy,prefer oriental bank syndicate bank 
buy,prefer tata steel 
buy,prefer tcs infosys hcl tech dips 
buy,prefer l&t crompton greaves 
buy,prefer sbi 
buy,prefer tata steel dips 
buy,prefer mindtree 
buy,prefer polaris dips 
buy,prefer apollo tyres motherson sumi 
buy,prefer auto ancillary stocks 
buy,prefer public sector banks 
buy,prefer nelcast 
buy,prefer sun tv dish tv 
buy,prefer punjab national bank 
buy,prefer ht media dips 
buy,dena bank raise cr via preferential allotment 
buy,prefer tvs motor 
buy,prefer l&t voltas engineers 
buy,prefer sun pharma lupin 
buy,prefer beml 
buy,prefer l&t correction 
buy,avoid asian paints prefer itc 
buy,prefer eih 
buy,prefer bank baroda 
buy,prefer gujarat pipavav port 
buy,prefer infosys l&t bank 
buy,prefer rallis irrigation 
buy,prefer see growth recovery goldman sachs 
buy,prefer hcl tech tcs 
buy,prefer dabur may test 
buy,prefer pharma metals private energy stocks jp morgan 
buy,prefer sbi pnb bank baroda 
buy,prefer banking stocks post correction 
buy,exit sail prefer tata steel 
buy,prefer irrigation sterlite tech 
buy,prefer private sector banks 
buy,prefer hpcl 
buy,prefer infrastructure sector cement 
buy,prefer godrej properties hdil 
buy,prefer persistent wipro 
buy,prefer bank icici bank 
buy,prefer ultratech cement 
buy,prefer itc britannia 
buy,prefer sadbhav engg suzlon energy 
buy,prefers thermax abb l&t 
buy,prefer lupin biocon 
buy,prefer tyre cement stocks 
buy,prefer upl nhpc dlf 
buy,prefer psu banks 
buy,prefer goods stocks 
buy,prefer tcs long term 
buy,prefer crompton greaves cummins voltas thermax 
buy,prefer larsen toubro 
buy,prefer ashoka buildcon va tech wabag 
buy,prefers private sector banks 
buy,prefer bharti airtel idea cellular 
buy,avoid cairn prefer ongc 
buy,prefer industries dips 
buy,exit gujarat gas prefer crompton greaves 
buy,prefer bharti airtel idea cellular 
buy,prefer shriram transport 
buy,prefer l&t bank sun pharma 
buy,prefer zee ent db corp federal bank 
buy,prefer bank baroda sbi 
buy,prefer dial 
buy,interact cnbc-tv prefer private banks psbs 
buy,prefer maruti suzuki tata motors 
buy,prefer sbi bank baroda 
buy,prefer hindalco sesa sterlite 
buy,prefer lupin pfizer 
buy,prefer idea cellular 
buy,prefer bharti airtel tata motors century textiles 
buy,prefer hindalco infosys 
buy,prefer bank baroda 
buy,prefer space 
buy,prefer stocks 
buy,prefer largecap stocks 
buy,prefer ongc 
buy,prefer finolex cables correction 
buy,prefer private sector banks 
buy,prefer infosys wipro dr reddy’s 
buy,overweight l&t prefers hindalco 
buy,prefer leyland gulf oil finolex ind 
buy,prefer ilandfs transportation 
buy,prefer l&t 
buy,prefer indraprastha gas 
buy,prefer hcl tech tech mahindra 
buy,prefer bank baroda 
buy,prefer niit tech 
buy,prefer gmr infra gammon infra 
buy,prefer larsen toubro 
buy,prefer banks nbfc stocks 
buy,prefer ongc 
buy,prefer infra banking auto stocks 
buy,prefer sks microfinance 
buy,current bull-run continue prefer irb & crompton 
buy,prefer sadbhav engg ashoka buildcon mbl infra 
buy,prefer tcs hcl tech cmc persistent 
buy,prefer larsen toubro voltas 
buy,prefer mindtree 
buy,prefer triveni turbine 
buy,prefer kolte-patil developers 
buy,prefer larsen toubro voltas 
buy,prefer tech mahindra may test 
buy,prefer industries dips 
buy,prefer tata power may test 
buy,exit infosys prefer tech mahindra tcs 
buy,prefer lupin ipca labs sun pharma 
buy,prefer auto stocks 
buy,prefer cement stocks 
buy,prefer hero motocorp auto 
buy,prefer bpcl ongc gail 
buy,prefer downstream oil & gas companies 
buy,prefer hexaware technologies finserv 
buy,prefer auto auto ancillaries energy 
buy,prefer l&t 
buy,prefer icici bank 
buy,prefer acc ultratech cement 
buy,prefer sesa sterlite tata steel 
buy,prefer infosys declines 
buy,prefer rolta itd cementation 
buy,prefer sesa sterlite tata steel 
buy,prefer idea cellular bharti airtel 
buy,prefer goods auto stocks 
buy,prefer gail 
buy,prefer acc ultratech cement long term 
buy,prefer ambuja cements ultratech cement 
buy,prefer bhel dips 
buy,prefer auto 
buy,prefer cesc torrent power ntpc 
buy,prefer gabriel banco products pricol 
buy,prefer hcl technologies tcs tech mahindra 
buy,prefer m&m tata motors leyland 
buy,prefer tata motors mtnl 
buy,prefer wipro hcl tech tcs infosys 
buy,nifty remain choppy prefer hcl tcs & tech 
buy,prefer ril sbi l&t dips 
buy,prefer infrastructure stocks correction 
buy,prefer auto hero motocorp 
buy,prefer bank tvs motor 
buy,prefer infosys tcs 
buy,prefer adani power tata power 
buy,prefer private banking stocks 
buy,prefer union bank uco bank 
buy,prefer indiabulls real hdil 
buy,prefer apollo tyres ceat 
buy,prefer forge 
buy,prefer housing companies 
buy,prefer auto bank oil & gas stocks 
buy,prefer acc lakshmi cement 
buy,prefer hindustan zinc tata motors 
buy,prefer himatsingka seide 
buy,prefer repco home forge 
buy,prefer mindtree 
buy,prefer gail 
buy,prefer tata steel sail 
buy,prefer shriram transport 
buy,prefer max 
buy,prefer irrigation upl eid parry 
buy,prefer bharti airtel comm 
buy,prefer united spirits long term 
buy,prefer itc dips 
buy,prefer industries 
buy,prefer cement infrastructure stocks 
buy,prefer lic housing magma fincorp 
buy,prefer bpcl 
buy,prefer cairn 
buy,prefer bhel 
buy,prefer tvs motor leyland 
buy,prefer motherson sumi systems 
buy,prefer mrf 
buy,prefer public sector banks 
buy,prefer oil & gas stocks trading 
buy,prefer dips 
buy,prefer godawari power & ispat 
buy,prefer biocon 
buy,prefer bpcl 
buy,prefer pharma stocks 
buy,prefer infra indiabulls power 
buy,prefer sks microfinance ptc 
buy,prefer omcs 
buy,prefer sun pharma 
buy,prefer upl dips 
buy,prefer banking stocks jaypee infra 
buy,prefer l&t srei infra 
buy,prefer private sector banks psu banks 
buy,prefer m&m 
buy,prefer polaris hexaware 
buy,prefer texmaco rail titagarh wagons 
buy,prefer lupin dr reddys lab 
buy,prefer tata motors dvr apollo tyres 
buy,prefer vip industries 
buy,overweight prefer domestic cyclicals jp morgan 
buy,prefer tata motors 
buy,prefer maruti suzuki hero motocorp 
buy,prefer sbi pnb 
buy,prefer asian paints ipca labs 
buy,prefer ongc hpcl bpcl 
buy,prefer infosys hcl tech tcs 
buy,prefer hcl tech tech mahindra 
buy,prefer concor 
buy,prefer nalco hindalco 
buy,prefer pnb bob 
buy,prefer itc 
buy,prefer adani port ntpc tata power 
buy,prefer pharma fmcg stocks dips 
buy,prefer aurobindo pharma dips 
buy,prefer ntpc tata power 
buy,prefer tata motors 
buy,prefer tvs motor long term 
buy,prefer ipca laboratories 
buy,prefer mahindra bank indusind bank bank 
buy,prefer hero motocorp 
buy,prefer 
buy,prefer tcs 
buy,prefer indiabulls real estate dlf 
buy,prefer l&t voltas crompton greaves 
buy,prefer hero motocorp maruti suzuki 
buy,prefer gmr infrastructure long term 
buy,prefer apollo tyres 
buy,prefer icici bank dcb bank may test 
buy,prefer adani ports 
buy,prefer tvs motor apollo tyres m&m 
buy,prefer tata elxsi 
buy,prefer l&t bhel beml 
buy,prefer sundaram 
buy,prefer bank meharaboon 
buy,prefer bharti airtel meharaboon 
buy,prefer exide industries 
buy,prefer mindtree 
buy,prefer adani ports long term 
buy,prefer tech mahindra 
buy,prefer bharti airtel 
buy,prefer biocon may rise 
buy,prefer gmdc nmdc 
buy,prefer idfc 
buy,prefer bank bank 
buy,prefer bank icici bank tcs lupin 
buy,prefer exide industries 
buy,prefer tvs leyland hero moto 
buy,prefer infosys long term 
buy,prefer cyclicals bullish hindalco alstom ambits 
buy,prefer hcl tech 
buy,prefer mindtree 
buy,prefer bank baroda dena bank 
buy,prefer indiabulls real estate hdil unitech 
buy,prefer indian hume pipe 
buy,prefer lupin 
buy,prefer m&m long term 
buy,prefer wockhardt 
buy,prefer heidelbergcement 
buy,prefer trident 
buy,prefer bank 
buy,prefer cipla 
buy,bank baroda preferred pick 
buy,prefer ntpc long term 
buy,prefer maruti suzuki 
buy,prefer asian paints titan company 
buy,prefer telecom pharma stocks 
buy,prefer auto stocks 
buy,prefer auto 
buy,avoid steel prefer forge 
buy,prefer marico 
buy,prefer bank baroda united bank 
buy,prefer cement stocks long term 
buy,prefer m&m maruti suzuki long term 
buy,prefer punjab national bank 
buy,prefer lupin 
buy,prefer auto 
buy,prefer tata motors l&t maruti 
buy,prefer sun tv 
buy,prefer adani enterprises 
buy,prefer industries 
buy,prefer larsen toubro 
buy,prefer tvs motor company 
buy,prefer hcl technologies 
buy,prefer private sector banks dips 
buy,prefer auto 
buy,prefer paints 
buy,prefer lakshmi cement 
buy,prefer torrent pharmaceuticals 
buy,maruti suzuki hero motocorp preferred picks 
buy,prefer lakshmi cement 
buy,prefer prism cement 
buy,prefer adani ports 
buy,prefer oil & gas stocks 
buy,prefer ultratech cement acc 
buy,prefer bhel medium term 
buy,prefer wipro 
buy,prefer petroleum corporation 
buy,prefer sun pharma lupin 
buy,prefer larsen toubro 
buy,prefer steel & power sesa sterlite 
buy,prefer sonata software gulf oil crompton 
buy,prefer sobha developers prestige est 
buy,prefer prism cement altamount 
buy,prefer tvs motor 
buy,prefer bank 
buy,prefer omcs trading 
buy,prefer ipca lab tata elexi mindtree 
buy,prefer l&t dips 
buy,prefer tata motors dvr long term 
buy,prefer idfc 
buy,interact cnbc-tv prefer selective stocks like tcs hsbc 
buy,prefer sadbhav engineering 
buy,prefer grasim industries 
buy,prefer ongc long term 
buy,prefer eros international tata exide 
buy,prefer tata motors hero motocorp 
buy,prefer ongc oil 
buy,prefer havells 
buy,prefer federal bank 
buy,prefer private sector banks 
buy,prefer ahmednagar forgings 
buy,prefer bharti airtel 
buy,prefer eicher motors long term 
buy,prefer ultratech cement 
buy,prefer sun pharmaceutical 
buy,prefer oil gas stocks 
buy,prefer coal lower levels 
buy,prefer sobha developers prestige estates dlf 
buy,prefer tata steel jsw steel 
buy,prefer infosys tech mahindra hexaware 
