comment_id,comment
22089,nifty may see next months 
22091,multibaggers taters picks handsome returns 
22095,switch leyland maruti 
22098,realty stocks volatile hdil dlf top bets 
22101,hindalco industries target 
22103,ntpc move up 
22109,idfc move higher towards 
22113,see more upside indian market julius 
22116,see returns dlf hdil 
22117,ganeshaspeaks market prediction october 
22118,earnings key factor watch jpmorgan 
22119,gmr claims ignorance maldives govt allegations reply 
22120,cement insurance stocks top tulsians bets 
22121,shree renuka sugar may rally 
22125,voltas target 
22126,anant ind potential move up 
22128,mkt consolidating nifty may head experts 
22131,market looks strong nifty may see 
22135,current rally more legs 
22139,nifty move 
22140,us markets end marginally higher better economic data 
22141,see growth cement volumes fy cap 
22145,polaris aptech better mphasis 
22146,nifty headed towards bet icici bk dabur darashaw 
22147,gspc paid good gujarat gas icici sec 
22149,industries looks strong 
22150,see lower levels wipro 
22151,hindustan unilever add 
22152,sintex industries target 
22154,dlf move 
22156,add bharti airtel portfolio 
22159,bhel may settle around 
22160,profit booking may seen hdil peninsula land 
22161,mkt poised move ahead govt action add fuel experts 
22162,pension pharma reforms vital realty rally 
22163,no major expectation ecb meet societe generale 
22164,crompton greaves target 
22166,icici bank target 
22168,see next target nifty 
22169,nifty see plus levels diwali 
22171,fdi insurance cleared bets three stocks 
22173,reassurances draghi lift us markets brent crude up 
22174,ganeshaspeaks market prediction october 
22176,target 
22177,pace downgrades likely abate 
22178,see nifty sensex months 
22181,mkt big bull run dont miss 
22184,ivrcl correct 
22191,need greater risk awareness tech bourses 
22192,market prediction oct 
22193,despite reforms push isnt market excited 
22195,good payroll number us boost mkts 
22196,deccan chronicle woes banks likely surge npas 
22198,book partial profits banking stocks 
22199,gitanjali gems may rally 
22201,q earnings growth likely yoy citigroup 
22202,ganeshaspeaks market prediction october 
22203,bets banks goods picks stocks 
22209,crompton greaves shriram transport best bets 
22216,dimensions consulting sees nifty december 
22219,rupee may cross levels usd astromoneyguru 
22229,dabur target 
22233,rs software target 
22236,nifty may see consolidation 
22242,market focus implementation risk reforms rabobank 
22243,see more reforms next weeks ambit 
22245,rupee consolidate parliamentary clearance 
22249,indian patent office revokes pfizers sutent patent 
22250,united spirits settles court officers 
22251,weak sentiments profit booking drag nifty 
22252,cautious dlf 
22253,steel target 
22257,panel refunding fee paid telcos sources 
22266,tulsians multibaggers balrampur chini empee distilleries 
22270,profit taking weighing mkts no reason panic 
22271,mkts jittery ahead earnings spain 
22272,ganeshaspeaks market prediction october 
22273,tvs motor see target 
22278,egom rule weigh telcos see stocks trading jm fin 
22280,cap sees rally driven rate cut reforms 
22282,see higher levels tata beverage 
22284,dlf correct 
22285,wary sector bet l&t hdil & cable-tv cos 
22286,market volatile level crucial 
22294,voltas target around sl 
22295,egom recos telcos see share impact bharti 
22297,ganeshaspeaks market prediction october 
22298,litigation force govt regulator probe dlf 
22299,volatile session market ends green 
22305,industries may trade range 
22307,euro-zone crisis risks remain bet trade 
22313,see lower levels gujarat fluoro 
22316,see downside nifty may slide below 
22317,markets sluggish october may tough month 
22320,expect nifty trade range ubs 
22323,bets manjushree technopack weizmann 
22324,ambit cap sees sensex mid-nov bets midcap 
22328,dish tv target 
22329,nifty may not break see consolidation icici direct 
22330,see sensex year-end deutsche 
22333,upbeat private banking 
22342,hdil target 
22345,maruti unveils new alto launch oct 
22347,controversy hit cos bet sugar cement 
22350,tech mahindra may rally 
22351,bhel may correct 
22353,jlr may offer wage hike uk staff sources 
22355,dlf may settle around 
22358,see return engineers 
22361,nifty may not cross oct series 
22363,multibaggers two stocks huge upside potential 
22365,ganeshaspeaks market prediction october 
22366,markets mild corrective phase 
22367,nifty may break 
22368,sensex earnings likely grow yoy enam 
22371,infosys ebit seen up cr 
22372,rbi may cut rates oct specific cap 
22377,earnings sluggish s&p downgrade risky 
22381,ttk prestige good contrarian bet 
22382,sintex industries may rally 
22385,euro mkts eye esm action spains downgrade 
22386,dlf unperturbed vadra controversy revival track 
22389,tech bhel see smart upmove 
22390,dont take fresh call infosys 
22393,see no significant upside oct 
22394,infosys nos may not impact nifty much 
22396,ganeshaspeaks market prediction october 
22397,remain cautious going earnings season nomura 
22398,market watching infosys earnings 
22400,infosys results revive fortunes sector 
22401,m&m undeterred siams dim growth forecast 
22402,m&m good medium term bet 
22406,rbi cut rates oct overweight auto 
22410,need stability management side infy biz 
22412,icici bank target 
22415,infosys looks like biz serious pressure instl 
22417,mkts nervous ahead us election 
22418,th hour deadline extension saves deccan chargers wicket 
22421,market prediction oct 
22424,tulsian`s view industries 
22429,nifty wont see dip below soon 
22430,hikal target 
22432,see lower levels united phosphorous 
22434,bank watch npas nims 
22438,ril analysts see qoq growth pat 
22439,ganeshaspeaks market prediction october 
22441,rupee may consolidate range jan-mar 
22442,shree renuka sugars target 
22444,acc retest 
22445,industries move 
22446,downside capped see bps rate cut sampriti cap 
22452,m&m target 
22454,diageo get controlling stake united spirits sources 
22455,ril performance line expectations 
22459,nifty range october 
22460,see sensex next months 
22465,lilliput bdr process picks up pace probable lenders nod 
22466,nifty ends green 
22471,exide industries may move upto 
22477,nifty may see nov series 
22479,ganeshaspeaks market prediction october 
22480,germany must act solve euro crisis 
22483,mindtree analysts see muted revenue growth 
22484,see consolidation correction oct 
22485,more sideways action 
22487,ind petchem sales up cr 
22488,ril refuses hike gas production till hiked 
22489,prestige estates move 
22490,rains may boost soyabean astromoneyguru 
22491,see nifty yr-end expect bps rate cut ambit cap 
22493,kcp move 
22495,multibagger ideas tulsians picks good returns 
22497,mkt consolidating bank top psu bet 
22506,industries may cross levels 
22510,upbeat irrigation 
22511,emerging markets still cheap ashmore investments 
22513,manesar unions protest sit probe oct 
22514,realty infra suffer winners emerge 
22515,yeddy cos face cbi charges conspiracy mining scam 
22516,heidelberg cement cement excellent bets 
22517,m&m safe bet auto space 
22520,profit booking may seen karnataka bank 
22521,investor pessimism leading volatility 
22522,rate-cut likely infra soft till nib reality 
22526,add subex portfolio 
22528,expect nifty settle around levels 
22529,limited downside seen indiabulls real estate 
22531,expect profit booking market astromoneyguru 
22532,see nifty range focus midcaps 
22533,dont take aggressive nifty positions 
22534,mindtree revenues up cr 
22536,ganeshaspeaks market prediction october 
22538,indian lead em performance macquarie 
22539,hcl tech revenues up cr 
22540,hidden gems chughs low risk bets 
22542,jayaswal neco potential give good returns 
22545,nifty seen touching dec dimensions 
22548,multibagger ideas stocks huge upside potential 
22549,royalty may affect ambuja acc bet dish tv 
22551,markets indicate ecb bond plan go stanchart 
22552,mkt consolidating downside unlikely 
22553,great offshore may rally levels 
22554,bharti idea impacted new dot plan ambit 
22561,-wheelers vital festive season boost sales hero 
22562,uneventful trading wraps up market day 
22565,dish tv likely trade range 
22567,dlf may correct 
22569,tdsat rejects mtnl bsnl case rcom 
22581,october month consolidation mkt 
22582,downside looks limited 
22583,clsa expects nifty move towards 
22584,ganeshaspeaks market prediction october 
22586,dont expect much eu summit ig markets 
22593,irrigation go 
22595,dont see nifty crossing oct series sec 
22597,hdil best bet real estate space 
22598,spain aid-request mid-nov emea favourite socgen 
22599,jp associates target 
22600,icici bank see target 
22601,bank nifty upmove surprising bet acc 
22605,surprisingly good session today 
22610,continue back higher cyclical exposure morgan stanley 
22611,ganeshaspeaks market prediction october 
22613,market picks up pace end trade around 
22614,may correct 
22615,cautious l&t 
22617,mkt tough predict focus individual stocks experts 
22620,sbi bank icici bank best bets 
22627,ramco industries move 
22629,multibagger ideas picks smallcap stocks 
22630,titan industries likely move higher 
22636,indian hotels bids orient may not pay-off near-term 
22640,dlf may correct 
22641,rupee may show usd coming days astromoneyguru 
22644,nifty may expire oct series icici sec 
22646,market prediction oct 
22648,wont tweak itcs target icici direct 
22656,spain may ask bailout next year ccam 
22657,sees oct expiry levels 
22663,ganeshaspeaks market prediction october 
22665,bets sees good opportunities infra 
22666,mkt weak bank nifty bet maruti petronet 
22667,exide opm up bps yoy 
22668,itc net sales july-sep up crore 
22671,ambit cap sees sensex touching next months 
22672,antiques view sector post earnings 
22676,bank retest 
22678,low possibility nifty touching 
22679,ubs sees economy improving suggests sectors bet 
22681,nifty move closer diwali bet l&t 
22682,l&t results expected order-mix problems loom 
22686,expect upmove adani ports target 
22687,tyre may rally 
22689,macro data suggests cyclical stocks rebound expert 
22690,rbi fm tough time seeing eye-to-eye 
22691,more upside likely canara bank sbi 
22697,larsen toubro may rally 
22698,move 
22699,wockhardt may rally 
22701,lumax auto technologies may rally 
22703,sistema eyes aircel stake dot confirms gsm bidders 
22705,kcp sugar may rally 
22708,tulsians multibaggers dish tv kcp sugar 
22712,cherry picks stocks trade today 
22713,see no great takeaway october series 
22714,initial earnings data suggests growth profit 
22715,lupin revenues seen up cr 
22716,ganeshaspeaks market prediction october 
22720,l&t likely see better margins fy 
22722,larsen toubro target 
22723,government reforms hope market 
22724,l&t potential move towards 
22728,earnings season better-than-expected far 
22729,mkt contracting trade range earnings line experts 
22738,upbeat exide industries 
22741,expects market remain choppy today 
22742,thank god yesterday holiday 
22743,underweight financials barclays 
22744,ganeshaspeaks market prediction october 
22745,oil ministry ril meet kgd audit oct 
22746,larsen toubro target 
22748,l&t potential move upward 
22749,mahindra bank icici bank best picks 
22752,mgmt control competition norms hit usl-diageo deal 
22754,oct series expire around levels icici direct 
22756,see nifty march more upside infra cimb 
22757,expect return nocil 
22758,see return emco 
22759,taters multibaggers nocil & emco 
22761,nifty may move beyond days 
22764,lupin target 
22767,ongc target 
22770,below pfc may hit 
22774,see more upside yes bank 
22781,oct expiry market consolidating experts 
22783,flat expiry day nifty may close around 
22786,aurobindo pharma target 
22792,ganeshaspeaks market prediction october 
22793,guwahati pil dampens bccis plans open ipl cities 
22794,oct ends dull note large-caps perform 
22796,new alto driving sales maruti suzuki 
22797,m&m asian paints defensive bets 
22798,profit booking likely obc 
22799,lanco infratech may move 
22804,uniquoters move 
22805,time ripe monetary easing rbi 
22807,tulsians multibaggers lloyd electric uniquoters 
22808,lloyd electric move 
22811,nifty may not breakout november series 
22817,orbit corporation target 
22819,november going important month markets 
22826,market prediction oct nov 
22833,cable digitization sbi cap bets hathway den networks 
22835,us economy recovering optimism europe remain stanchart 
22837,dont see much downside current levels 
22838,decisive move nifty imminent 
22839,diageo deal usls lifeline 
22841,icici bank expands loans lakh cr 
22842,excise notice auto giants affect mfg sector experts 
22843,mkt caught range bet private-sector banks experts 
22845,bhel likely trade range 
22849,unlikely see rate cut rbi tomorrow ubs 
22850,see upside divis lab lic housing 
22852,nifty may breakout upside 
22853,bank nii seen up cr 
22855,nifty losing momentum 
22856,bhel opm seen up bps 
22857,see bps rate cuts next one year morgan stanley 
22858,ganeshaspeaks market prediction october 
22859,bet dish tv united spirits 
22860,mkt banking rate cut midcaps worry 
22865,nifty may break trading range tomorrow 
22867,madras cements target 
22870,vijays multibaggers goodyear madras cement 
22871,see lower levels hul 
22878,nifty year-end target remains 
22880,banking ubs preview review picks 
22881,investors remain wary mkts cap 
22882,auto target 
22885,cement shree cement good bets 
22888,chance bps rate cut bet pvt banks 
22889,reviews bois earnings 
22891,market trades weak 
22894,see sensex march private 
22897,drl revenues seen up cr 
22898,nifty trades range 
22899,maruti revenues seen up cr 
22900,clearing pension insurance bills tough task govt clsa 
22901,ganeshaspeaks market prediction october 
22902,market trades tight range 
22907,bhel likely trade range 
22911,more downsides gujarat fluoro 
22914,alchemy cap expects earnings better 
22917,european mkts may rally spain applies bailout nab 
22919,no relevant cues mkt eyes rbi policy earnings 
22923,explains impact crr cut bonds rupee 
22928,play bhel havells post earnings 
22931,cautious l&t 
22932,dont see big correction cautious banks instl 
22934,titan ebitda margin seen up bps 
22935,power grid opm seen up bps 
22936,ganeshaspeaks market prediction october 
22937,hopes mkt resurgence dashed 
22938,m&m strongest bet auto space 
22940,apollo tyres move 
22941,mkt range-bound nov bet tyres auto 
22943,nifty breaks causes slight concern 
22944,new products mkt key dr reddys guidance centrum 
22956,maintains june sensex target citigroup 
22957,see -year yield stabilising bofa 
22962,multibagger ideas tulsians bets stocks 
22964,lakshmi cement target 
22972,mkt headed higher ground profit taking ready citrus 
22975,tv target around 
22977,bank trade range 
22981,cos showing demand revival festive season sec 
22982,see lower levels nmdc 
22986,kejriwals attack ril wont victimise 
22989,ganeshaspeaks market prediction november 
22993,deadlock parliament answer 
22994,investors much trust ril 
22996,upside looks capped political challenges cap 
22998,multibagger ideas picks undervalued stocks 
22999,silver may cross levels astromoneyguru 
23003,apollo tyres target 
23006,not upbeat vip industries 
23007,foreign flows decide near-term mkt direction jrg sec 
23008,nifty consolidates marks solid session mkt 
23009,hdil give upmove 
23016,us market may see near-term volatility 
23018,ganeshaspeaks market prediction november 
23019,hero moto eyes scooter segment growth 
23020,market ends green good midcap session 
23021,infy delays campus recruitment cfo 
23022,no revision gas moily ril 
23024,jet airways move 
23027,tata motors may move higher 
23029,m&m target 
23030,take profits tata motors 
23031,bilcare target 
23032,see nifty range november series icici sec 
23034,uptrend resume nifty crosses 
23035,tulsians multibaggers sangam bilcare 
23040,rally continue nifty may see today 
23041,tcs target 
23043,sentiment towards emerging mkts improving morningstar 
23049,upbeat shree renuka sugars 
23051,see upside bank 
23054,next years good mkt bet blue-chips 
23055,market week ahead bets stocks 
23056,nifty may cross soon 
23057,expect nifty retest next week 
23058,mother bull markets ahead us 
23059,market prediction nov 
23060,bet apollo tyres hotel leela 
23062,see upside union bank 
23066,take profits titan industries 
23068,nifty likely make new high ahead 
23069,no hard evidence upturn sentiment clsa 
23072,nifty wont breakout current range soon 
23073,expect nifty breakout current range november 
23074,cyclicals look ultra-cheap versus defensives 
23076,ganeshaspeaks market prediction november 
23077,sees new highs yrs likes bank infra 
23081,dena bank move 
23082,cipla revenues seen up cr 
23083,essel propack target 
23086,see weak crompton better 
23087,bet bombay dyeing essel propack 
23089,no takers cdma spectrum tata tele backs 
23093,week critical markets societe generale 
23099,see pullback markets stanchart bank 
23100,betting mirza intl gujarat alkali 
23107,hero moto workers demand close -time hike wages 
23110,clsa sbi maintain npl 
23112,poor show vijaya bank allahabad bank 
23113,mkts jittery ahead us polls greece brewin dolphin 
23116,expect volatility ahead us election greek vote clsa 
23117,nifty eyes cues break pts trading band 
23119,tech mahindra revenue up cr 
23121,ganeshaspeaks market prediction november 
23122,bombay hcs verdict rcomm escapes tax net cr 
23123,no cdma auction govt may lose cr 
23126,crompton apollo tyres sbi cipla 
23128,more downside crompton greaves 
23129,implementation key boost cycle 
23139,expect rally cipla 
23144,mkt nervous ahead us poll may move higher ahead 
23148,see modest eco recovery sizable rally next yr ambit 
23152,motherson sumi move 
23153,cipla may rally 
23154,apollo hospitals eyes jv walmart 
23156,bulls upper hand mkt us poll results eyed experts 
23158,banks might see more pain quarters ahead 
23160,voltas target around 
23162,see nifty moving next week sec 
23164,real impact mkt post us election 
23166,nifty may see breaches 
23167,citi private bank market priced-in obama victory 
23172,ganeshaspeaks market prediction november 
23178,except us rest markets okay obama win hsbc 
23182,ambuja cements bharti airtel may see good upmove 
23185,good day mkt unclear nifty breakout leads impetus 
23187,sun pharma ranbaxy strong uptrend 
23190,indraprastha gas may rally 
23191,nifty looks strong may see bet largecaps experts 
23194,good day mkt nifty consolidates post us poll results 
23195,gold benefit obamas second-term 
23197,see downside tata power 
23198,mkt remain volatile clarity fiscal cliff hsbc 
23200,see no trade nifty today 
23202,see lower levels cements 
23203,fiscal cliff concerns haunting markets 
23204,ongc sales seen up cr 
23205,see correction 
23207,ranbaxy labs revenues seen up cr 
23208,ganeshaspeaks market prediction november 
23211,cautious tata motors 
23212,jbm auto target 
23214,rubber target 
23217,downside nifty capped 
23218,dishman pharma target 
23219,heres paly gail tata motors post results 
23220,obamas challenges remain fix healthcare cut fisc inet 
23222,see mkt upmove bet pharma auto jm fin 
23223,ranbaxy laboratories may rally 
23226,sun pharm revenues seen up cr 
23228,cabinet nod spectrum fee hit biz cr 
23231,ub group-diageo close signing term-sheet usl sale 
23233,ganeshaspeaks market prediction november 
23235,rbi may take necessary steps boost eco ganeshaspeaks 
23236,united spirits may rally 
23241,tata motors sail ub check tulsians picks 
23245,ubs cautious psu banks fiis ready bet 
23246,no impact change-of-guard local mkt-driven china 
23247,downside limited upside nifty 
23253,maintain constructive stance em morgan stanley 
23255,set up weak market eyes key earnings 
23259,qips active bharti-infratel ipo crucial jm fin 
23260,backs psu banks despite sub-par performance 
23261,nifty may cross astromoneyguru 
23263,dull house may buoy mkt bet zee psu banks 
23270,more downside sail 
23274,market prediction november 
23275,gsm auction may see govt collecting cr jm 
23276,sbi results not good high npa low nii 
23277,results review bets private banks pharma fmcg 
23281,economies fiscal crisis 
23284,sees dec budget eyes tea diwali 
23285,year goldman sachs bets emerging markets 
23286,real concerns us 
23287,hero motocorp restart production hunk xtreme 
23288,go air considering ipo option md 
23300,mkt may break range results cues 
23304,f&o market icici secs strategy dr reddys auto 
23307,weak iip mkt awaits fresh cue move ahead rada 
23313,gabriel move 
23317,recommends radico khaitan kfa hdil 
23324,more weaknesses likely continue tata steel 
23325,faith mkt restored next months vital stanchart sec 
23326,rupee remain usd range astromoneyguru 
23330,usl-diageo deal completion take time regulatory woes 
23331,flat mkt ruled united spirits star session 
23333,upbeat manappuram 
23334,goodricke jayshree tea top diwali picks 
23336,radico khaitan move 
23340,auction govt manage mop up cr 
23341,worst seems mkt may hit new highs 
23344,media breweries good spaces bet next yr 
23345,icici bank may give returns 
23346,market likely next year 
23347,anant srei infra potential move up 
23350,diwali reason hopeful mkt ahead 
23352,bull mkt see strong reformist govt 
23355,cipla target 
23357,see good chance nifty breaching today 
23358,expect returns glenmark pharma 
23363,add basket nbfcs model portfolio largecaps 
23364,ganeshaspeaks eurozone crisis may disturb scenario 
23370,dont expect runaway rally bond mkt 
23377,govt unwilling take l&t itc management 
23380,dlf move 
23385,upbeat bharti airtel 
23392,nifty hover see more downside 
23398,hsbc remains underweight 
23399,nifty may move 
23400,ganeshaspeaks rupee may continue fluctuate heavily 
23405,patheryas top bets sree rayalaseema godawari power 
23407,mkt hopes normal house session zee fav 
23408,more upside sun tv 
23412,tulsians multibaggers arvee denim igarashi motor 
23415,geometric tata coffee see strong upmove 
23418,madras cement shree cement give upside 
23420,market prediction november 
23424,allow mkt discover reauction spectrum jm fin 
23427,cautious good news fiscal cliff worries stay expert 
23428,trading tips tulsians top stocks week ahead 
23431,cos follow unorthodox accounting rules analysis 
23435,gmrs male airport woes coalition member writes pmo 
23436,maruti may ramp up exports components suzuki plants 
23437,nifty may not break nov series 
23442,himatsingka seide target 
23443,hexaware tech may go below 
23444,ganeshaspeaks market prediction november 
23448,focus winter parliament session bofaml 
23449,check lilladhers largecap midcap picks 
23454,grindwell norton target 
23457,ubs overweight private banks 
23458,see upside bharti airtel ubs 
23459,multibagger ideas stocks give good returns 
23460,silver shine astromoneyguru 
23466,mkts rebound agreement fiscal cliff jp morgan 
23468,expect upside torrent pharma 
23469,see upside amara raja 
23471,bank target 
23476,add apollo hospitals portfolio 
23478,bharti airtel may rally 
23482,markets stacked up 
23485,check good entry-point sectors & usl may correct 
23491,sks microfinance target 
23494,growth appears troughing jpmorgan 
23496,upbeat dena bank allahabad bank 
23502,ongc move 
23508,united spirits remain range 
23510,honeywell automation perfect case delisting 
23519,q earnings downgrade continue 
23521,ganeshaspeaks market prediction november 
23527,more upside seen jet airways 
23528,cautious tbz diamond 
23529,sintex industries may rally 
23530,hdil peninsula land good bets 
23532,tata motors move 
23533,union bank move 
23534,wheat indian rupee show strength astromoneyguru 
23539,crucial level nifty 
23540,see higher levels power grid 
23541,more downsides gail 
23544,market hasnt shown signs complete breakdown yet 
23555,canara bank may dip 
23561,bata give returns week 
23566,upbeat jp associates 
23569,bhel likely remain range 
23571,l&t likely remain range 
23572,cipla likely remain range 
23575,market perks up nifty trades 
23576,mkt may move up resting major reforms expert 
23577,check tulsians top bets winter session starts 
23578,market fares well metal real estate bounces back 
23579,spain greater concern market greece 
23582,check sukhanis trading ideas today 
23584,fiscal cliff not greece major concern market 
23586,short-term trend weak parliament session crucial 
23587,ganeshaspeaks market prediction november 
23588,nifty may move 
23589,govt nod power companies deferred gas supply plan 
23590,optimistic hindustan copper divestment 
23594,titan industries target 
23595,not much upside jet airways 
23596,industries target 
23598,mcleod russel target 
23601,see november expiry icici sec 
23602,best bet valuations look cheaper 
23603,corporation move 
23604,mkt lacks trigger may react house disrupted hsbc 
23607,glenmark pharma may rally 
23613,upbeat union bank 
23618,ganeshaspeaks market prediction november 
23619,see up move nifty 
23621,no value beyond hind copper 
23622,dont see much winter session next week 
23629,pharma pricing policy hurt cipla ranbaxy lupin 
23631,see nifty consolidating 
23632,crucial nifty cross 
23633,market may see new highs next year 
23636,stage set post-thanksgiving rally 
23639,see up move britannia industries 
23640,nifty unlikely make decisive move 
23646,industries may go 
23647,bank target 
23649,see more upside pharma space 
23654,market prediction november 
23655,spain lures investors ecb aid lower bank-crisis socgen 
23657,indusind bank maruti see smart upmove 
23661,sebi seeks info ipo probe warns penalty dlf 
23662,new drug pricing policy cos impacted 
23667,ganeshaspeaks market prediction november 
23669,bets media month picks top four 
23671,f&o strategy next week canara bank 
23673,sales slowdown auto majors send sos finmin 
23674,parl stalemate not optimistic mon 
23675,spicejet move 
23677,mkt drift up dec nifty may see barclays 
23686,see upside 
23687,expect earning growth fy inst 
23688,automakers sends status report finmin seeks help 
23692,nmdc sale-off likely dec govt mum sail 
23694,mahindra & mahindra move 
23700,see more upside jet airways 
23702,parl logjam last days fdi afterward 
23703,inds others call market-driven gas prices 
23704,mt educare move 
23706,jet airways` chart suggest significant uptrend 
23707,jayshree tea goodricke may see upside 
23708,gsk consumer open offer tender 
23709,mkt no trade zone dont carry forward positions expert 
23710,mkts eyeing greek meet activity picking up nab 
23715,markets may see year-end bounce schaeffers 
23718,religares fy outlook earnings growth mkt upside 
23719,l&t cross 
23722,ganeshaspeaks market prediction november 
23723,up move still intact 
23724,sky-high prices cartelisation airlines 
23730,sees mkt range dec picks sectors 
23736,underweight sector 
23738,deccan chronicle woes tata cap ge cap may file petition 
23739,mkt surge could go bet next quarters experts 
23740,pharma body challenges drug pricing policy sc 
23744,upbeat unitech indiabulls real estate 
23745,see sensex march 
23748,greece debt deal see implementation risk rabobank 
23750,see downside fy earnings credit suisse 
23751,goldman sachs overweight indian markets 
23752,ganeshaspeaks market prediction november 
23753,aston bid make sense m&m 
23754,finmin expedites residual stake sale hzl balco sources 
23757,bharti airtel idea cellular marketperformer 
23762,see big move midcaps onwards quantum sec 
23763,unitech move 
23766,sees nifty touching dec 
23769,parliaments fdi push trigger market 
23771,nifty may see december 
23776,yes bank target 
23783,see limited downside gmr infrastructure 
23784,liberty shoes move 
23790,vayalar expects itc rally towards 
23791,ongc may rally 
23792,tata beverage may rally 
23793,expect expiry near future 
23797,ganeshaspeaks market prediction november 
23798,sc tells cbi prosecute telcos excess spectrum case 
23799,november ends high rupee firmer 
23800,sat dismisses saharas plea more time fund-details 
23801,cinemax move 
23804,heres play gmr cinemax 
23806,upbeat ril infosys natco pharma 
23807,nifty closes high largecaps hog limelight 
23811,see return hexaware tech 
23812,fii flows continue cautious sectors credit suisse 
23818,see upside lic housing 
23822,go high beta stocks 
23826,optimistic not overweight 
23827,unitech move 
23828,target 
23829,nifty see levels december sec 
23836,gvk unable infuse additional mial sources 
23840,itc may see upside 
23841,bhel may see upside 
23843,market closes higher psus midcaps lead rally 
23846,nifty may end december f&o series 
23847,see nifty govt wins fdi vote 
23851,nifty begin week stable note 
23852,nifty move 
23853,sensex target citigroup 
23854,ganeshaspeaks market prediction december 
23855,nifty hit next week bet lifestyle sector 
23856,market prediction december 
23857,see mkt correction fisc cliff remains unresolved citi 
23860,unitech move up 
23861,chughs views fiem industries 
23865,indian set decent year-end rally 
23866,downbeats shree renuka sugars 
23870,fiem industries multibagger 
23872,vayalar upbeat jp associates gmr infra biocon 
23876,bank target 
23878,trade market week 
23881,gmr infra move 
23883,rating downgrade unlikely next months 
23889,jet airways likely see good upside 
23890,upbeat banks metal cement sectors 
23891,may zoom 
23892,industries revival path 
23895,ganeshaspeaks market prediction december 
23900,ultratech cement may rally 
23901,united spirits may move 
23903,tax authorities may move sc recover dues kingfisher 
23905,aurobindo pharma target 
23906,see upside biocon 
23911,cautious jet hits 
23916,direct cash transfer scheme good psu oil firms 
23920,mkt focus shift towards fisc cliff yr-end macquarie 
23925,leyland target 
23928,punjab & sind bank target 
23944,ganeshaspeaks market prediction december 
23945,gmr govt official meet fails bring resolution male 
23946,market hasnt snapped uptrend yet 
23950,pvr may see year 
23951,book partial profit jet airways 
23953,see bank nifty hitting lifetime highs nifty jm fin 
23955,f&o cues nifty may see dec series 
23958,multibaggers picks first leasing nahar spinning 
23959,hanung toys move 
23961,see nifty midcaps may well 
23962,domestic investors may return market geosphere 
23965,high prospect jet- etihad deal happening icici direct 
23967,earnings momentum concern mkts ahead hsbc bank 
23970,fiscal cliff drag corp america 
23971,expect return jaiprakash associates 
23974,united breweries may add 
23976,jp associates target 
23977,ril see upside six month 
23982,upbeat sterlite industries sesa goa 
23991,fdi not material issue mkt focus stocks 
23992,ganeshaspeaks market prediction december 
23993,onmobile move 
23994,petronet lng may correct 
24000,market roll nifty may hit previous high soon experts 
24001,see upside allahabad bank canara bank 
24010,see upside century textile 
24020,more downside cos seen profit squeeze templeton 
24022,infosys re-test 
24024,indiabulls real target 
24026,ganeshaspeaks market prediction december 
24027,karnataka mining return normalcy nowhere sight 
24031,kingfisher airlines looks best airline space 
24034,mayawati magic nifty gets boost experts eye 
24038,see key level nifty 
24039,bets maral overseas unity infraprojects 
24040,tata motors (dvr) target 
24041,maral overseas move 
24045,more downside tech mahindra 
24047,greed & fear remains structurally overweight clsa 
24048,well mkt nifty may see today 
24052,target 
24054,brace dont wait correction 
24055,ivrcl target 
24057,tilaknagar industries target 
24060,dlf target 
24061,usl-diageo divest stake whyte & mackay sources 
24064,not upbeat jp associates 
24065,upbeat tata motors m&m 
24066,nifty may not cross beyond series 
24067,m&m tata motors likely see good upmove vayalar 
24068,step reforms action key mkt mood 
24069,vayalar upbeat metal pack 
24073,check f&o strategy next week 
24074,multibagger ideas picks stocks next week 
24078,nifty may cross early january 
24079,market range bound vote fdi already factored 
24080,sensex may see march 
24084,market prediction december 
24087,tata motors target 
24090,india-dedicated funds may see flows 
24094,gdp probably exceed expectations goldman sachs 
24095,mkts remain good shape nifty likely see soon 
24096,ganeshaspeaks market prediction december 
24102,pc jeweller ipo glitters though brand hazy 
24103,rupee consolidate range week 
24110,nifty may cross week 
24111,european markets may correct next weeks socgen 
24112,cautious psu banking space 
24118,upbeat hdil orbit corporation 
24121,reserve telcos seek reduction 
24122,housing sales mumbai show upward trend 
24123,vsnl land row blocking raising plan tata comm 
24124,range bound trade psu banks fantastic session 
24129,sks microfinance target 
24133,expect upside nhpc 
24134,see no major correction rest dec series 
24135,budget politics may play markets mind 
24137,see upside sintex industries 
24143,midcap ideas leyland dish tv eicher macquarie 
24144,ganeshaspeaks market prediction december 
24146,banks well mkt-share margins dim nbfcs ubs 
24150,tulsians tips nmdc bharti infra ntpc 
24153,cautious bharti infratel okay 
24154,see upside indiabulls real estate 
24155,multibaggers picks sintex nhpc 
24159,spicejet better placed stake sale etihad 
24169,companies brace tough december 
24172,volatile session aviation stocks performed better 
24177,ntpcs offer sale likely 
24178,govt likely divest stake bharti hexacom jv 
24179,l&t fin shriramtrans benefit 
24181,key bills may passed favour nmdc spicejet 
24183,gold remain oz days astromoneyguru 
24188,mkt no trade zone not much upside nifty 
24189,ganeshaspeaks market prediction december 
24190,mkts fine fettle no signs short-term correction 
24193,cautious bharti infratel issue 
24196,see upside industries 
24197,karnataka bank target 
24198,mkt optimistic see more upside mths 
24206,see upside nmdc 
24209,indusind bank may rally 
